Brand,Model,Link,Price,Price Retail,Discount,Saved Amount,CPU,GPU,RAM,Storage,Screen,detail,
HP,Laptop HP ProBook 4 G1i - BQ5B4PT (Ultra 5-225H/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-hp-probook-4-g1i-bq5b4pt--s251012819?selectPromotionId=1506272,24.990.000 ₫,26.290.000 ₫,-5%,1.300.000 ₫,U5-225H,Intel Graphics,16GB,512GB,"14"" WUXGA/ IPS/ 60Hz","CPU: Intel® Core™ Ultra 5-225H (2.5 GHz - 4.9 GHz/ 18MB/ 14 nhân, 14 luồng)
NPU: Intel® AI Boost 13 TOPS
RAM: 1 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, 62.5% sRGB
Khác: Bàn phím thường, HD webcam, Audio by Poly Studio, Non-EVO
OS: Windows 11 Home SL",
HP,Laptop HP OmniBook 7 16-az0038TU - C2CX1PA (Core 5 210H/ 24GB/ 512GB/ Windows 11 + Office),https://phongvu.vn/laptop-hp-omnibook-7-16-az0038tu-c2cx1pa--s251012820?selectPromotionId=1506059,25.490.000 ₫,26.290.000 ₫,-3%,800.000 ₫,Core 5 210H,Intel Graphics,24GB,512GB,"16"" WUXGA/ IPS","CPU: Intel® Core™ 5 210H (2.2 GHz - 4.8 GHz/ 12MB/ 8 nhân, 12 luồng)
RAM: 2 x 12GB 5200MHz DDR5
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) IPS, Màn hình chống lóa,
Khác: Bàn phím thường, HD webcam, High Definition Audio, Non-EVO
OS: Windows 11 Home SL + Office Home & Student 2024",
HP,Laptop HP EliteBook 6 G1i - BQ9N5PT (Ultra 7-265U/ 16GB/ 512GB/ Windows 11 Pro),https://phongvu.vn/laptop-hp-elitebook-6-g1i-bq9n5pt--s251012483?selectPromotionId=1506267,37.790.000 ₫,40.290.000 ₫,-6%,2.500.000 ₫,U7-265U,Intel Graphics,16GB,512GB,"14"" WUXGA/ IPS","CPU: Intel® Core™ Ultra 7-265U (4.2 GHz - 5.3 GHz/ 12MB/ 12 nhân, 14 luồng)
NPU: Intel® AI Boost 12 TOPS
RAM: 1 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) IPS, Màn hình chống lóa, 300 nits, 62.5% sRGB
Khác: Bàn phím thường, FHD webcam, Audio by Poly Studio, Intel EVO
OS: Windows 11 Pro",
HP,Laptop HP EliteBook 6 G1i - BQ9N0PT (Ultra 5-235U/ 16GB/ 512GB/ Windows 11 Pro),https://phongvu.vn/laptop-hp-elitebook-6-g1i-bq9n0pt--s251012480?selectPromotionId=1506268,32.490.000 ₫,34.690.000 ₫,-6%,2.200.000 ₫,U5-235U,Intel Graphics,16GB,512GB,"14"" WUXGA/ IPS","CPU: Intel® Core™ Ultra 5-235U (4.1 GHz - 4.9 GHz/ 12MB/ 12 nhân, 14 luồng)
NPU: Intel® AI Boost 12 TOPS
RAM: 1 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) IPS, Màn hình chống lóa, 300 nits, 62.5% sRGB
Khác: Bàn phím thường, FHD webcam, Audio by Poly Studio, Intel EVO
OS: Windows 11 Pro",
DELL,Laptop Dell 15 DC15250 - CPH99 (i5-1334U/ 16GB/ 512GB/ Windows 11 + Office),https://phongvu.vn/laptop-dell-15-dc15250-cph99--s251012474,17.490.000 ₫,19.090.000 ₫,-8%,1.600.000 ₫,i5-1334U,Intel Graphics,16GB,512GB,"15.6"" Full HD/ WVA/ 120Hz","CPU: Intel® Core™ i5-1334U (1.3 GHz - 4.6 GHz/ 12MB/ 10 nhân, 12 luồng)
RAM: 1 x 16GB 2666MHz DDR4 (Hỗ trợ tối đa 32GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) WVA, 120Hz, Màn hình chống lóa,
Khác: Bàn phím thường, HD webcam, Non-EVO
OS: Windows 11 Home SL + Office Home & Student 2024",
MSI,Laptop Msi Cyborg 15 A13UC-2082VN (i7-13620H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-msi-cyborg-15-a13uc-2082vn--s251012466?selectPromotionId=1346281,19.990.000 ₫,20.990.000 ₫,-5%,1.000.000 ₫,i7-13620H,RTX 3050,16GB,512GB,"15.6"" Full HD/ IPS/ 144Hz","CPU: Intel® Core™ i7-13620H (2.4 GHz - 4.9GHz/ 24MB/ 10 nhân, 16 luồng)
VGA: GeForce RTX™ 3050 4GB GDDR6, 143 AI TOPs
RAM: 1 x 16GB 5200MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) IPS, 144Hz, Màn hình chống lóa,
Khác: Bàn phím thường, HD webcam, Non-EVO
OS: Windows 11 Home SEA",
APPLE,MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 16GB/ 512GB),https://phongvu.vn/macbook-pro-14-m5-10-cpu-10-gpu-16gb-512gb--p800308?sku=251010233&selectPromotionId=1506212,40.990.000 ₫,41.999.000 ₫,-2%,1.009.000 ₫,Apple M5,,,14.2 inch (3024 x 1964),,"CPU: Apple M5
Màn hình: 14.2 inch (3024 x 1964) Liquid Retina XDR
RAM: 16GB / 512GB SSD
Hệ điều hành: macOS",
APPLE,MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 16GB/ 1TB),https://phongvu.vn/macbook-pro-14-m5-10-cpu-10-gpu-16gb-1tb--p800309?sku=251010231&selectPromotionId=1256391,46.490.000 ₫,46.899.000 ₫,-1%,409.000 ₫,Apple M5,,,14.2 inch (3024 x 1964),,"CPU: Apple M5
Màn hình: 14.2 inch (3024 x 1964) Liquid Retina XDR
RAM: 16GB / 1TB SSD
Hệ điều hành: macOS",
ASUS,Laptop Asus Vivobook S14 S3407CA-LY068WS (Ultra 5-225H/ 16GB/ 512GB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-asus-vivobook-s14-s3407ca-ly068ws--s251010168?selectPromotionId=1360597,20.990.000 ₫,22.490.000 ₫,-7%,1.500.000 ₫,U5-225H,Intel Graphics,16GB,512GB,"14"" WUXGA/ IPS/ 60Hz","CPU: Intel® Core™ Ultra 5-225H (2.5 GHz - 4.9 GHz/ 18MB/ 14 nhân, 14 luồng)
RAM: 16GB Onboard 5600MHz DDR5
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình gương, 300 nits, 45% NTSC
Khác: Bàn phím Chiclet với phím Copilot, FHD webcam, Non-EVO
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic",
ASUS,Laptop Asus ROG Strix G18 G815LP-S9102W (Ultra 9 275HX/ GeForce RTX™ 5070/ 32GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-asus-rog-strix-g18-g815lp-s9102w--s251009149,55.490.000 ₫,56.990.000 ₫,-3%,1.500.000 ₫,U9-275HX,RTX 5070,32GB,1TB,"18"" WQXGA/ IPS/ 240Hz","CPU: Intel® Core™ Ultra 9-275HX (2.7 GHz - 5.4 GHz/ 36MB/ 24 nhân, 24 luồng)
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5070 8GB GDDR7
RAM: 2 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 18"" WQXGA (2560 x 1600) IPS, 240Hz, Màn hình chống lóa, 500 nits, G-Sync, 100% DCI-P3
Khác: Bàn phím gaming RGB Per-Key với phím Copilot, FHD webcam, Dolby Atmos, Intel AI
OS: Windows 11 Home",
ASUS,Laptop Asus ROG Strix SCAR 18 G835LW-SA193W (Ultra 9 275HX/ GeForce RTX™ 5080/ 32GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-asus-rog-strix-scar-18-g835lw-sa193w--s251009147?selectPromotionId=1334510,82.990.000 ₫,88.390.000 ₫,-6%,5.400.000 ₫,U9-275HX,RTX 5080,32GB,1TB,"18"" WQXGA/ Mini LED/ 240Hz","CPU: Intel® Core™ Ultra 9-275HX (2.7 GHz - 5.4 GHz/ 36MB/ 24 nhân, 24 luồng)
NPU: Intel® AI Boost 13 TOPS
VGA: GeForce RTX™ 5080 16GB GDDR7
RAM: 1 x 32GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 18"" WQXGA (2560 x 1600) Mini LED, 240Hz, Màn hình chống lóa, 1200 nits, G-Sync, 100% DCI-P3
Khác: Bàn phím gaming RGB Per-Key với phím Copilot, FHD webcam, Dolby Atmos, Intel AI
OS: Windows 11 Home",
ASUS,Laptop Asus ROG Zephyrus G14 GA403WM-QS058WS (Ryzen AI 9 HX 370/ GeForce RTX™ 5060/ 32GB/ 1TB/ Windows 11 + Office + Microsoft),https://phongvu.vn/laptop-asus-rog-zephyrus-g14-ga403wm-qs058ws--s251009148?selectPromotionId=1360600,54.490.000 ₫,58.990.000 ₫,-8%,4.500.000 ₫,R9 HX 370,RTX 5060,32GB,1TB,"14"" 3K/ OLED/ 120Hz","CPU: AMD Ryzen™ AI 9 HX 370 (5.1 GHz/ 24MB/ 12 nhân, 24 luồng)
NPU: AMD XDNA™ lên đến 50TOPs
VGA: GeForce RTX™ 5060 8GB GDDR7
RAM: 32GB Onboard 7500MHz LPDDR5x (Không nâng cấp được)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 14"" 3K (2880 x 1800) OLED, 120Hz, Màn hình gương, 500 nits, Adaptive Sync, 100% DCI-P3
Khác: Bàn phím Chiclet với phím Copilot, FHD webcam, Dolby Atmos, AMD AI
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic 1 year Free Onedrive",
HP,Laptop HP OmniBook X Flip 14-fm0076TU - BZ7P6PA (Ultra 7-258V/ 32GB/ 512GB/ Windows 11 + Office),https://phongvu.vn/laptop-hp-omnibook-x-flip-14-fm0076tu-bz7p6pa--s251002018?selectPromotionId=1506055,33.490.000 ₫,35.590.000 ₫,-6%,2.100.000 ₫,U7-258V,Intel Graphics,32GB,512GB,"14"" WUXGA/ IPS","CPU: Intel® Core™ Ultra 7-258V (2.2 GHz - 4.8GHz/ 12MB/ 8 nhân, 8 luồng)
NPU: Intel® AI Boost 47 TOPS
RAM: 32GB Onboard 8533MHz LPDDR5x (Không nâng cấp được)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) IPS, Màn hình gương,
Khác: Bàn phím thường, FHD webcam, High Definition Audio, Intel AI
OS: Windows 11 Home SL + Office Home & Student 2024",
HP,Laptop HP OmniBook X Flip 14-fk0092AU - BZ7P5PA (Ryzen AI 5 340/ 16GB/ 512GB/ Windows 11 + Office),https://phongvu.vn/laptop-hp-omnibook-x-flip-14-fk0092au-bz7p5pa--s251002017?selectPromotionId=1506052,27.490.000 ₫,28.590.000 ₫,-4%,1.100.000 ₫,R5 340,AMD Radeon,16GB,512GB,"14"" WUXGA/ IPS","CPU: AMD Ryzen™ AI 5 340 (2.0 GHz - 4.8 GHz/ 8MB/ 6 nhân, 12 luồng)
NPU: AMD XDNA™ lên đến 50TOPs
RAM: 16GB Onboard 7500MHz LPDDR5x (Không nâng cấp được)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) IPS, Màn hình gương,
Khác: Bàn phím thường, FHD webcam, High Definition Audio, AMD AI
OS: Windows 11 Home SL + Office Home & Student 2024",
HP,Laptop HP OmniBook 5 AI 16-af1054TU - C1MN8PA (Ultra 7-255U/ 32GB/ 512GB/ Windows 11 + Office),https://phongvu.vn/laptop-hp-omnibook-5-ai-16-af1054tu-c1mn8pa--s251002010?selectPromotionId=1506270,27.790.000 ₫,29.190.000 ₫,-5%,1.400.000 ₫,U7-255U,Intel Graphics,32GB,512GB,"16"" WUXGA/ IPS","CPU: Intel® Core™ Ultra 7-255U (2.4 GHz - 5.2 GHz/ 12MB/ 12 nhân, 14 luồng)
NPU: Intel® AI Boost, up to 12 TOPS
RAM: 32GB Onboard 7467MHz LPDDR5x (Không nâng cấp được)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) IPS, Màn hình chống lóa,
Khác: Bàn phím thường, FHD webcam, High Definition Audio, Intel AI
OS: Windows 11 Home SL + Office Home & Student 2024",
DELL,Laptop Dell 16 DC16250 - 71076092 (Core 5 120U/ 16GB/ 1TB/ Windows 11 + Office Home 2024 + Microsoft),https://phongvu.vn/laptop-dell-16-dc16250-71076092--s251002003,24.790.000 ₫,25.290.000 ₫,-2%,500.000 ₫,Core 5 120U,Intel Graphics,16GB,1TB,"16"" WUXGA/ WVA/ 120Hz","CPU: Intel® Core™ 5 120U (1.4 GHz - 5.0 GHz/ 12MB/ 10 nhân, 12 luồng)
RAM: 2 x 8GB 5200MHz DDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) WVA, 120Hz, Màn hình chống lóa, 300 nits, ComfyView,
Khác: Bàn phím thường, HD webcam, Non-EVO
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic",
DELL,Laptop Dell 16 Plus DB16250 - DB6U5387W1 (Ultra 5-226V/ 16GB/ 1TB/ Windows + Office + Microsoft),https://phongvu.vn/laptop-dell-16-plus-db16250-db6u5387w1--s251001999,30.490.000 ₫,30.990.000 ₫,-2%,500.000 ₫,U5-226V,Intel Graphics,16GB,1TB,"16"" Quad HD (2K)/ WVA/ 60Hz","CPU: Intel® Core™ Ultra 5-226V (2.1 GHz - 4.5 GHz/ 8MB/ 8 nhân, 8 luồng)
NPU: Intel® AI Boost 40 TOPS
RAM: 16GB Onboard 8533MHz LPDDR5x (Không nâng cấp được)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 16"" Quad HD (2K) (2560 x 1600) WVA, 60Hz, Màn hình chống lóa, 300 nits, ComfyView, 100% sRGB
Khác: Bàn phím thường, FHD webcam, Dolby Atmos, Intel AI
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic",
DELL,Laptop Dell 15 DC15250 - DC5I7748W1 (i7-1355U/ 16GB/ 512GB/ Windows 11 + Office),https://phongvu.vn/laptop-dell-15-dc15250-dc5i7748w1--s251001986,20.990.000 ₫,21.390.000 ₫,-2%,400.000 ₫,i7-1355U,Intel Graphics,16GB,512GB,"15.6"" Full HD/ IPS/ 120Hz","CPU: Intel® Core™ i7-1355U (1.7 GHz - 5.0 GHz/ 12MB/ 10 nhân, 12 luồng)
RAM: 1 x 16GB 2666MHz DDR4 (Hỗ trợ tối đa 32GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) IPS, 120Hz, Màn hình chống lóa, 250 nits, 45% NTSC
Khác: Bàn phím thường, FHD webcam, Non-EVO
OS: Windows 11 Home SL + Office Home & Student 2024",
DELL,Laptop Dell 16 DC16250 - C7U161W11BLU (Core 7 150U/ 16GB/ 1TB/ Windows 11 + Office Home 2024 + Microsoft),https://phongvu.vn/laptop-dell-16-dc16250-c7u161w11blu--s251001972,26.490.000 ₫,26.990.000 ₫,-2%,500.000 ₫,Core 7 150U,Intel Graphics,16GB,1TB,"16"" WUXGA/ WVA/ 60Hz","CPU: Intel® Core™ 7 150U (1.8 GHz - 5.4 GHz/ 12MB/ 10 nhân, 12 luồng)
RAM: 2 x 8GB 5200MHz DDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) WVA, 60Hz, 300 nits, ComfyView,
Khác: Bàn phím thường, HD webcam, Non-EVO
OS: Windows 11 Home + Office Home & Student 2024 + Microsoft 365 Basic",
DELL,Laptop Dell 15 DC15250 - i7U161W11SLU (i7-1355U/ 16GB/ 1TB/ Windows 11 + Office),https://phongvu.vn/laptop-dell-15-dc15250-i7u161w11slu--s251001966,21.990.000 ₫,24.490.000 ₫,-10%,2.500.000 ₫,i7-1355U,Intel Graphics,16GB,1TB,"15.6"" Full HD/ WVA/ 120Hz","CPU: Intel® Core™ i7-1355U (1.7 GHz - 5.0 GHz/ 12MB/ 10 nhân, 12 luồng)
RAM: 1 x 16GB 2666MHz DDR4 (Hỗ trợ tối đa 32GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) WVA, 120Hz, Màn hình chống lóa, 250 nits,
Khác: Bàn phím thường, HD webcam, Non-EVO
OS: Windows 11 Home SL + Office Home & Student 2024",
LENOVO,Laptop Lenovo ThinkBook 16 G8 IAL - 21SK0070VN (Ultra 5-225H/ 16GB/ 1TB/ Windows 11),https://phongvu.vn/laptop-lenovo-thinkbook-16-g8-ial-21sk0070vn--s251000435,24.290.000 ₫,25.390.000 ₫,-4%,1.100.000 ₫,U5-225H,Intel Graphics,16GB,1TB,"16"" WUXGA/ IPS/ 60Hz","CPU: Intel® Core™ Ultra 5-225H (2.5 GHz - 4.9 GHz/ 18MB/ 14 nhân, 14 luồng)
NPU: Intel® AI Boost 13 TOPS
RAM: 2 x 8GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC
Khác: Bàn phím thường, FHD webcam, Dolby Audio, Intel AI
OS: Windows 11 Home SL, English",
ACER,Laptop Acer Aspire 16 AI A16-71M-71U7 (Ultra 7-155H/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-acer-aspire-16-ai-a16-71m-71u7--s250913295?selectPromotionId=1505952,18.990.000 ₫,21.590.000 ₫,-12%,2.600.000 ₫,U7-155H,Intel Graphics,16GB,512GB,"16"" WUXGA/ IPS/ 60Hz","CPU: Intel® Core™ Ultra 7-155H (3.8 GHz - 4.8 GHz/ 24MB/ 16 nhân, 22 luồng)
NPU: Intel® AI Boost, up to 11 TOPS
RAM: 16GB Onboard LPDDR5x (Không nâng cấp được)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 350 nits, Acer ComfyView, 45% NTSC
Khác: Có phím Copilot, FHD webcam, Acer Purified Voice; Acer TrueHarmony, Intel AI
OS: Windows 11 Home SL",
LENOVO,Laptop Lenovo Legion 5 15IRX10 - 83LY00HWVN (i7-14700HX/ GeForce RTX™ 5060/ 16GB/ 512GB/ Windows 11 + Office),https://phongvu.vn/laptop-lenovo-legion-5-15irx10-83ly00hwvn--s250911691?selectPromotionId=1506007,40.990.000 ₫,43.990.000 ₫,-7%,3.000.000 ₫,i7-14700HX,RTX 5060,16GB,512GB,"15.1"" WQXGA/ OLED/ 165Hz","CPU: Intel® Core™ i7-14700HX (2.1 GHz - 5.5 GHz/ 33MB/ 20 nhân, 28 luồng)
VGA: GeForce RTX™ 5060 8GB GDDR7, 572 AI TOPs
RAM: 1 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.1"" WQXGA (2560 x 1600) OLED, 165Hz, Màn hình chống lóa, 500 nits, 100% DCI-P3
Khác: 24-Zone RGB Gaming Keyboard, HD webcam, Nahimic Audio, Intel AI
OS: Windows 11 Home SL + Office Home & Student 2024",
LENOVO,Laptop Lenovo Legion 5 15IRX10 - 83LY00HQVN (i7-13650HX/ GeForce RTX™ 5060/ 16GB/ 512GB/ Windows 11 + Office),https://phongvu.vn/laptop-lenovo-legion-5-15irx10-83ly00hqvn--s250911684?selectPromotionId=1505991,36.990.000 ₫,39.990.000 ₫,-8%,3.000.000 ₫,i7-13650HX,RTX 5060,16GB,512GB,"15.3"" WUXGA/ IPS/ 165Hz","CPU: Intel® Core™ i7-13650HX (2.6 GHz - 4.9GHz/ 24MB/ 14 nhân, 20 luồng)
VGA: GeForce RTX™ 5060 8GB GDDR7, 572 AI TOPs
RAM: 1 x 16GB 4800MHz DDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.3"" WUXGA (1920 x 1200) IPS, 165Hz, Màn hình chống lóa, 300 nits, G-Sync, 100% sRGB
Khác: Có phím Copilot, HD webcam, Nahimic Audio, Intel AI
OS: Windows 11 Home SL + Office Home & Student 2024",
LENOVO,Laptop Lenovo LOQ 15IRX10 - 83JE00PEVN (i7-13650HX/ GeForce RTX™ 5050/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-lenovo-loq-15irx10-83je00pevn--s250911676?selectPromotionId=1505996,31.490.000 ₫,33.990.000 ₫,-7%,2.500.000 ₫,i7-13650HX,RTX 5050,16GB,512GB,"15.6"" Full HD/ IPS/ 144Hz","CPU: Intel® Core™ i7-13650HX (2.6 GHz - 4.9GHz/ 24MB/ 14 nhân, 20 luồng)
VGA: GeForce RTX™ 5050 8GB GDDR7, 440 AI TOPs
RAM: 1 x 16GB 4800MHz DDR5 (Hỗ trợ tối đa 32GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) IPS, 144Hz, Màn hình chống lóa, 300 nits, G-Sync, 100% sRGB
Khác: 24-Zone RGB Gaming Keyboard, HD webcam, High Definition Audio, Non-EVO
OS: Windows 11 Home",
ACER,Laptop Acer Aspire Go 14 AI AG14-71M-57WR (Ultra 5-125H/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-acer-aspire-go-14-ai-ag14-71m-57wr--s250908325,16.790.000 ₫,,,,U5-125H,Intel Graphics,16GB,512GB,"14"" WUXGA/ IPS/ 60Hz","CPU: Intel® Core™ Ultra 5-125H (3.6 GHz - 4.5 GHz/ 18MB/ 14 nhân, 18 luồng)
NPU: Intel® AI Boost, up to 11 TOPS
RAM: 1 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 96GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, Acer ComfyView, 100% sRGB
Khác: Bàn phím thường, HD webcam, Intel AI
OS: Windows 11 Home SL",
MSI,Laptop Msi Modern 15 F13MG-667VN_16G (i5-1334U/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-msi-modern-15-f13mg-667vn-16g--s250908240?selectPromotionId=1526237,14.490.000 ₫,15.390.000 ₫,-6%,900.000 ₫,i5-1334U,Intel Graphics,16GB,512GB,"15.6"" Full HD/ IPS/ 60Hz","CPU: Intel® Core™ i5-1334U (1.3 GHz - 4.6 GHz/ 12MB/ 10 nhân, 12 luồng)
RAM: 2 x 8GB 3200MHz DDR4 (Hỗ trợ tối đa 64GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) IPS, 60Hz, Màn hình chống lóa, 62.5% sRGB
Khác: Bàn phím Chiclet với phím Copilot, HD webcam, Hi-Res Audio, Non-EVO
OS: Windows 11 Home SL",
ACER,Laptop Acer Nitro 16S AI ProPanel AN16S-61-R5F4 (Ryzen AI 7 350/ GeForce RTX™ 5060/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-acer-gaming-nitro-16-ai-propanel-an16s-61-r5f4--s250908233?selectPromotionId=1505957,40.990.000 ₫,42.990.000 ₫,-5%,2.000.000 ₫,R7 350,RTX 5060,16GB,512GB,"16"" WUXGA/ IPS/ 180Hz","CPU: AMD Ryzen™ AI 7 350 (2.0 GHz - 5.0 GHz/ 16MB/ 8 nhân, 16 luồng)
NPU: AMD XDNA™ lên đến 50TOPs
VGA: GeForce RTX™ 5060 8GB GDDR7, 572 AI TOPs
RAM: 1 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 96GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 16"" WUXGA (1920 x 1200) IPS, 180Hz, Màn hình chống lóa, 400 nits, Acer ComfyView, 100% sRGB
Khác: Có phím Copilot, FHD webcam, Acer Purified Voice; Acer TrueHarmony, AMD AI
OS: Windows 11 Home SL",
DELL,Laptop Dell 15 DC15250 - CPH997 (i7-1355U/ 16GB/ 1TB/ Windows 11 + Office),https://phongvu.vn/laptop-dell-15-dc15250-cph997--s250908221,21.990.000 ₫,22.490.000 ₫,-2%,500.000 ₫,i7-1355U,Intel Graphics,16GB,1TB,"15.6"" Full HD/ WVA/ 120Hz","CPU: Intel® Core™ i7-1355U (1.7 GHz - 5.0 GHz/ 12MB/ 10 nhân, 12 luồng)
RAM: 1 x 16GB 2666MHz DDR4 (Hỗ trợ tối đa 32GB)
Ổ cứng: 1TB SSD M.2 NVMe
Màn hình: 15.6"" Full HD (1920 x 1080) WVA, 120Hz, Màn hình chống lóa, 250 nits,
Khác: Bàn phím thường, HD webcam, Non-EVO
OS: Windows 11 Home SL + Office Home & Student 2024",
ACER,Laptop Acer Aspire Go 14 AI AG14-71M-7681 (Ultra 7-155H/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-acer-aspire-go-14-ai-ag14-71m-7681--s250908213,19.790.000 ₫,,,,U7-155H,Intel Graphics,16GB,512GB,"14"" WUXGA/ IPS/ 60Hz","CPU: Intel® Core™ Ultra 7-155H (3.8 GHz - 4.8 GHz/ 24MB/ 16 nhân, 22 luồng)
NPU: Intel® AI Boost, up to 11 TOPS
RAM: 1 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 96GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, Acer ComfyView, 100% sRGB
Khác: Bàn phím thường, HD webcam, Intel AI
OS: Windows 11 Home SL",
LENOVO,Laptop Lenovo ThinkPad E14 Gen 7 - 21SX002UVN (Ultra 5-225H/ 16GB/ 512GB/ Windows 11),https://phongvu.vn/laptop-lenovo-thinkpad-e14-gen-7-21sx002uvn--s250907823,23.390.000 ₫,25.090.000 ₫,-7%,1.700.000 ₫,U5-225H,Intel Graphics,16GB,512GB,"14"" WUXGA/ IPS/ 60Hz","CPU: Intel® Core™ Ultra 5-225H (3.3GHz - 4.9GHz/ 20MB/ 10 nhân, 10 luồng)
NPU: Intel® AI Boost 13 TOPS
RAM: 1 x 16GB 5600MHz DDR5 (Hỗ trợ tối đa 64GB)
Ổ cứng: 512GB SSD M.2 NVMe
Màn hình: 14"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC
Khác: Bàn phím thường, FHD webcam, Dolby Atmos, Intel AI
OS: Windows 11 Home",
